logL(WHz^-1)	FRI		FRII		FRI ERR+	FRI ERR-	FRII ERR+	FRII ERR-	
24.7		-5.26		-6.05		0.24		-0.42		0.24		-0.41
25.1		-5.28		-6.23		0.2		-0.36		0.23		-0.37
25.5		-5.4		-6.27		0.19		-0.34		0.22		-0.36
25.9		-5.88		-6.29		0.19		-0.33		0.22		-0.34
26.3		-6.6		-6.49		0.24		-0.33		0.22		-0.32
26.7		-6.91		-6.61		0.3		-0.36		0.23		-0.3
27.1		-7.73		-7.03		1.02		-1.04		0.33		-0.38
27.5		--		-7.75		--		--		1.02		-1.03
27.9		--		-7.76		--		--		1.02		-1.03
28.3		--		-7.76		--		--		1.02		-1.03
