logL(WHz^-1)	FRI		FRII		FRI ERR+	FRI ERR-	FRII ERR+	FRII ERR-	
24.7		--		--		--		--		--		--
25.1		--		--		--		--		--		--
25.5		--		--		--		--		--		--
25.9		-6.8		-6.98		0.64		-0.74		0.64		-0.73
26.3		-7.04		-7.2		0.47		-0.57		0.62		-0.69
26.7		-7.26		-6.82		0.61		-0.68		0.36		-0.47
27.1		-7.63		-6.58		1.03		-1.06		0.26		-0.38
27.5		--		-6.81		--		--		0.3		-0.4
27.9		--		-7.41		--		--		0.6		-0.65
28.3		--		-7.78		--		--		1.02		-1.04
