logL(WHz^-1)	FRI		FRII		FRI ERR+	FRI ERR-	FRII ERR+	FRII ERR-	
24.7		--		--		--		--		--		--
25.1		-6.37		-6.72		0.64		-0.74		0.64		-0.73
25.5		-6.17		-6.27		0.29		-0.44		0.31		-0.46
25.9		-6.33		-6.17		0.28		-0.41		0.25		-0.4
26.3		-7.06		-6.23		0.61		-0.67		0.25		-0.37
26.7		-7.37		-6.78		1.03		-1.06		0.39		-0.48
27.1		-7.44		-6.73		1.02		-1.05		0.34		-0.43
27.5		--		-7.51		--		--		1.02		-1.04
27.9		--		-7.06		--		--		0.45		-0.49
28.3		--		--		--		--		--		--
