logL(WHz^-1)	FRI		FRII		FRI ERR+	FRI ERR-	FRII ERR+	FRII ERR-	
24.7		-4.92		-6.09		0.18		-0.33		0.26		-0.39
25.1		-5.15		-5.81		0.17		-0.32		0.22		-0.34
25.5		-5.52		-6.06		0.18		-0.3		0.23		-0.33
25.9		-5.87		-6.49		0.19		-0.29		0.33		-0.4
26.3		-6.46		-6.47		0.3		-0.36		0.3		-0.35
26.7		-7.27		-6.67		1.02		-1.03		0.34		-0.38
27.1		--		--		--		--		--		--
27.5		--		--		--		--		--		--
27.9		--		--		--		--		--		--
28.3		--		--		--		--		--		--
